data_id,source_id,age,production,birth_order,ethnicity,sex
54071,Marchman Dallas,19,166,Second,White,Male
54072,Marchman Dallas,24,494,Second,White,Male
54073,Marchman Dallas,30,672,Second,White,Male
54074,Marchman Dallas,18,76,Fourth,White,Male
54075,Marchman Dallas,24,308,Fourth,White,Male
54076,Marchman Dallas,18,414,Second,Black,Male
54077,Marchman Dallas,24,577,Second,Black,Male
54078,Marchman Dallas,29,655,Second,Black,Male
54079,Marchman Dallas,19,41,First,White,Male
54080,Marchman Dallas,24,412,First,White,Male
54081,Marchman Dallas,18,180,First,White,Male
54082,Marchman Dallas,24,494,First,White,Male
54083,Marchman Dallas,26,646,First,White,Male
54085,Marchman Dallas,20,221,First,White,Female
54086,Marchman Dallas,25,579,First,White,Female
54087,Marchman Dallas,18,286,Second,White,Male
54088,Marchman Dallas,24,534,Second,White,Male
54089,Marchman Dallas,30,663,Second,White,Male
54090,Marchman Dallas,20,628,Second,White,Male
54091,Marchman Dallas,24,448,First,Asian,Male
54092,Marchman Dallas,30,649,First,Asian,Male
54093,Marchman Dallas,20,242,First,White,Female
54094,Marchman Dallas,18,86,Second,White,Female
54095,Marchman Dallas,25,346,Second,White,Female
54096,Marchman Dallas,30,588,Second,White,Female
54097,Marchman Dallas,24,253,Second,White,Male
54099,Marchman Dallas,24,291,Second,White,Male
54100,Marchman Dallas,20,34,First,White,Male
54101,Marchman Dallas,25,317,First,White,Male
54102,Marchman,24,549,First,Hispanic,Female
54103,Marchman Dallas,18,46,Second,White,Male
54104,Marchman Dallas,18,176,Second,White,Female
54105,Marchman Dallas,25,460,Second,White,Female
54107,Marchman Dallas,22,466,First,White,Male
54109,Marchman Dallas,20,208,Third,White,Female
54110,Marchman Dallas,24,392,Third,White,Female
54111,Marchman Dallas,30,624,Third,White,Female
54112,Marchman Dallas,18,119,First,White,Female
54113,Marchman Dallas,24,573,First,White,Female
54114,Marchman Dallas,30,668,First,White,Female
54115,Marchman Dallas,18,76,Second,White,Male
54116,Marchman Dallas,24,630,Second,White,Male
54117,Marchman Dallas,25,410,Second,White,Female
54119,Marchman Dallas,25,413,Third,White,Female
54121,Marchman Dallas,19,90,First,White,Male
54122,Marchman Dallas,24,412,First,White,Male
54124,Marchman Dallas,18,14,Third,White,Male
54125,Marchman Dallas,18,336,First,White,Male
54126,Marchman Dallas,24,595,First,White,Male
54127,Marchman Dallas,30,632,First,White,Male
54128,Marchman Dallas,19,226,Second,White,Male
54129,Marchman Dallas,26,462,Second,White,Male
54131,Marchman Dallas,18,10,Third,White,Male
54132,Marchman Dallas,26,186,Third,White,Male
54134,Marchman Dallas,26,280,First,Black,Female
54135,Marchman Dallas,26,468,First,Black,Male
54136,Marchman Dallas,18,85,First,White,Male
54137,Marchman Dallas,25,292,First,White,Male
54138,Marchman Dallas,30,484,First,White,Male
54139,Marchman Dallas,25,658,Third,White,Female
54141,Marchman Dallas,24,450,Second,White,Female
54142,Marchman Dallas,18,26,Second,White,Female
54143,Marchman Dallas,18,21,Second,White,Female
54144,Marchman Dallas,25,448,Second,White,Female
54146,Marchman Dallas,21,113,First,Asian,Female
54147,Marchman Dallas,29,401,Second,White,Female
54148,Marchman Dallas,25,305,First,White,Female
54149,Marchman Dallas,30,445,First,White,Female
54150,Marchman Dallas,18,222,First,White,Female
54151,Marchman Dallas,24,419,First,White,Female
54152,Marchman Dallas,24,292,First,White,Female
54154,Marchman Dallas,18,66,Second,White,Female
54155,Marchman Dallas,28,333,Second,White,Female
54156,Marchman Dallas,19,18,Third,White,Female
54157,Marchman Dallas,24,54,Third,White,Female
54159,Marchman Dallas,18,209,First,White,Male
54160,Marchman Dallas,24,498,First,White,Male
54161,Marchman Dallas,30,609,First,White,Male
54162,Marchman Dallas,24,72,Second,White,Male
54164,Marchman,18,151,First,Black,Female
54165,Marchman Dallas,24,316,First,Black,Female
54166,Marchman Dallas,30,435,First,Black,Female
54167,Marchman Dallas,18,260,Second,White,Male
54168,Marchman Dallas,24,573,Second,White,Male
54169,Marchman Dallas,30,667,Second,White,Male
54170,Marchman Dallas,19,320,First,White,Female
54171,Marchman Dallas,24,546,First,White,Female
54172,Marchman Dallas,20,334,Second,White,Female
54173,Marchman Dallas,24,556,Second,White,Female
54174,Marchman Dallas,25,607,First,White,Female
54175,Marchman Dallas,30,627,First,White,Female
54176,Marchman Dallas,24,519,First,White,Male
54178,Marchman Dallas,24,188,First,White,Female
54179,Marchman Dallas,25,545,First,White,Female
54180,Marchman Dallas,18,230,First,White,Female
54181,Marchman Dallas,19,82,First,White,Female
54182,Marchman Dallas,25,354,First,White,Female
54183,Marchman Dallas,24,68,First,White,Female
54184,Marchman Dallas,30,249,First,White,Female
54185,Marchman Dallas,18,269,Second,Asian,Female
54186,Marchman Dallas,24,581,Second,Black,Female
54187,Marchman Dallas,29,625,Second,Black,Female
54188,Marchman Dallas,18,147,Second,White,Female
54189,Marchman Dallas,24,427,Second,White,Female
54190,Marchman Dallas,23,165,Fourth,White,Male
54191,Marchman Dallas,26,587,Third,White,Female
54193,Marchman Dallas,19,40,Second,White,Female
54194,Marchman Dallas,25,589,Second,White,Female
54195,Marchman Dallas,30,645,Second,White,Female
54196,Marchman Dallas,30,473,First,Black,Female
54197,Marchman Dallas,20,76,First,White,Male
54198,Marchman Dallas,25,382,First,White,Male
54200,Marchman Dallas,18,56,Second,White,Female
54201,Marchman Dallas,24,329,Second,White,Female
54202,Marchman Dallas,30,588,Second,White,Female
54203,Marchman Dallas,24,391,First,White,Female
54204,Marchman Dallas,30,635,First,White,Female
54205,Marchman Dallas,18,230,First,White,Male
54206,Marchman Dallas,29,665,First,White,Male
54207,Marchman Dallas,19,302,First,White,Male
54208,Marchman Dallas,24,605,First,White,Male
54209,Marchman Dallas,30,655,First,White,Male
54210,Marchman Dallas,18,125,Second,White,Male
54211,Marchman Dallas,24,452,Second,White,Male
54212,Marchman Dallas,30,558,Second,White,Male
54213,Marchman Dallas,19,24,Third,White,Male
54214,Marchman Dallas,29,510,Third,White,Male
54215,Marchman Dallas,18,471,First,White,Female
54216,Marchman Dallas,25,359,First,White,Male
54217,Marchman Dallas,24,236,Second,White,Female
54218,Marchman Dallas,25,98,First,Black,Male
54219,Marchman Dallas,24,155,Second,White,Male
54220,Marchman Dallas,24,150,NA,White,Female
54221,Marchman Dallas,26,389,Second,White,Female
54222,Marchman Dallas,29,552,Second,White,Female
54223,Marchman Dallas,26,216,First,White,Female
54224,Marchman Dallas,24,10,Second,White,Female
54226,Marchman Dallas,18,97,Third,White,Female
54227,Marchman Dallas,24,513,Third,White,Female
54228,Marchman Dallas,19,7,First,Hispanic,Female
54229,Marchman Dallas,25,314,First,White,Female
54231,Marchman Dallas,28,429,First,White,Female
54232,Marchman Dallas,19,370,Second,White,Male
54233,Marchman Dallas,20,47,First,Hispanic,Female
54234,Marchman Dallas,21,130,First,White,Female
54235,Marchman Dallas,19,53,Second,White,Female
54236,Marchman Dallas,25,370,Second,White,Female
54237,Marchman Dallas,18,85,First,White,Female
54238,Marchman Dallas,24,467,First,White,Female
54239,Marchman Dallas,29,613,First,White,Female
54240,Marchman Dallas,19,228,First,White,Female
54241,Marchman Dallas,19,342,First,White,Female
54242,Marchman Dallas,24,605,First,White,Female
54243,Marchman Dallas,18,334,Second,White,Female
54244,Marchman Dallas,24,556,Second,White,Female
54245,Marchman Dallas,25,331,Second,Black,Female
54246,Marchman Dallas,24,650,Second,White,Female
54247,Marchman Dallas,27,396,First,White,Female
54248,Marchman Dallas,25,430,First,White,Male
54249,Marchman Dallas,26,139,Second,Black,Male
54250,Marchman Dallas,24,69,First,White,Male
54251,Marchman Dallas,18,189,NA,White,Male
54252,Marchman Dallas,24,470,NA,White,Male
54253,Marchman Dallas,18,98,First,White,Female
54254,Marchman Dallas,26,520,First,White,Female
54255,Marchman Dallas,30,645,First,White,Female
54256,Marchman Dallas,18,380,First,White,Female
54257,Marchman Dallas,30,590,First,White,Female
54258,Marchman Dallas,19,75,Second,White,Female
54259,Marchman Dallas,24,425,Second,White,Female
54260,Marchman Dallas,24,382,First,White,Female
54261,Marchman Dallas,30,594,First,White,Female
54262,Marchman Dallas,19,150,First,White,Male
54263,Marchman Dallas,25,414,First,White,Male
54264,Marchman Dallas,30,623,First,White,Male
54265,Marchman Dallas,30,24,Second,White,Male
54266,Marchman Dallas,24,84,First,White,Male
54267,Marchman Dallas,30,355,First,White,Male
54268,Marchman Dallas,24,135,First,White,Male
54269,Marchman Dallas,30,315,First,White,Male
54270,Marchman Dallas,19,229,Second,White,Male
54271,Marchman Dallas,24,446,Second,White,Male
54272,Marchman Dallas,21,125,Second,White,Female
54273,Marchman Dallas,24,251,Third,White,Male
54274,Marchman Dallas,24,328,Second,White,Female
54275,Marchman Dallas,30,618,Second,White,Female
54276,Marchman Dallas,19,458,First,White,Male
54277,Marchman Dallas,30,654,First,White,Male
54278,Marchman Dallas,19,105,Third,White,Male
54279,Marchman Dallas,24,423,Third,White,Male
54280,Marchman Dallas,30,570,Third,White,Male
54281,Marchman Dallas,18,443,Third,White,Male
54282,Marchman Dallas,24,49,Second,White,Male
54283,Marchman Dallas,30,270,Second,White,Male
54284,Marchman Dallas,20,233,Second,White,Male
54285,Marchman Dallas,24,338,Second,White,Male
54286,Marchman Dallas,25,30,Fourth,White,Female
54287,Marchman Dallas,18,151,First,White,Male
54288,Marchman Dallas,24,527,First,White,Male
54290,Marchman Dallas,26,352,Second,White,Male
54291,Marchman Dallas,29,611,Second,White,Male
54292,Marchman Dallas,21,51,First,White,Male
54293,Marchman Dallas,29,412,First,White,Male
54294,Marchman Dallas,18,1,Fourth,White,Male
54295,Marchman Dallas,19,12,Second,White,Female
54296,Marchman Dallas,23,69,Second,White,Female
54298,Marchman Dallas,18,45,First,Black,Male
54299,Marchman Dallas,25,194,First,Black,Male
54300,Marchman Dallas,19,300,First,White,Male
54302,Marchman Dallas,24,466,First,White,Male
54303,Marchman Dallas,20,107,Second,White,Male
54304,Marchman Dallas,24,204,Second,White,Male
54306,Marchman Dallas,20,208,First,White,Male
54307,Marchman Dallas,25,390,First,White,Male
54309,Marchman Dallas,25,152,Second,White,Male
54311,Marchman Dallas,24,40,Second,White,Male
54312,Marchman Dallas,27,565,First,White,Male
54313,Marchman Dallas,19,174,Fourth,White,Female
54314,Marchman Dallas,24,584,Fourth,White,Female
54315,Marchman Dallas,30,680,Fourth,White,Female
54316,Marchman Dallas,18,226,First,White,Male
54317,Marchman Dallas,24,475,First,White,Male
54318,Marchman Dallas,30,555,First,White,Male
54319,Marchman Dallas,20,58,First,White,Male
54320,Marchman Dallas,25,316,First,White,Male
54321,Marchman Dallas,20,23,First,White,Male
54322,Marchman Dallas,24,257,First,White,Male
54324,Marchman Dallas,18,150,First,White,Male
54325,Marchman Dallas,24,381,First,White,Male
54326,Marchman Dallas,30,570,First,White,Male
54327,Marchman Dallas,25,381,First,Black,Male
54328,Marchman Dallas,19,73,Second,Hispanic,Male
54329,Marchman Dallas,25,204,Second,Hispanic,Male
54330,Marchman Dallas,25,298,Second,White,Male
54331,Marchman Dallas,19,159,First,White,Male
54332,Marchman Dallas,24,424,First,White,Male
54333,Marchman Dallas,30,584,First,White,Male
54334,Marchman Dallas,20,485,First,White,Male
54335,Marchman Dallas,24,621,First,White,Male
54336,Marchman Dallas,30,633,First,White,Male
54337,Marchman Dallas,23,545,First,Black,Male
54338,Marchman,19,272,Fourth,White,Female
54339,Marchman Dallas,30,623,Fourth,White,Female
54340,Marchman Dallas,24,478,First,Black,Female
54341,Marchman Dallas,24,126,Third,White,Female
54342,Marchman Dallas,30,428,Third,White,Female
54343,Marchman Dallas,19,104,First,White,Female
54344,Marchman Dallas,24,380,First,White,Female
54345,Marchman Dallas,30,511,First,White,Female
54346,Marchman Dallas,18,51,First,Hispanic,Male
54347,Marchman Dallas,24,501,Second,White,Male
54348,Marchman Dallas,18,34,Second,White,Female
54349,Marchman Dallas,20,67,Second,White,Male
54350,Marchman Dallas,24,268,Second,White,Male
54351,Marchman Dallas,19,217,First,White,Female
54352,Marchman Dallas,24,420,First,White,Female
54354,Marchman Dallas,24,420,First,Black,Male
54355,Marchman Dallas,19,182,First,White,Female
54356,Marchman Dallas,24,454,First,White,Female
54357,Marchman Dallas,30,625,First,White,Female
54358,Marchman Dallas,19,100,Second,White,Female
54359,Marchman Dallas,24,119,Second,White,Female
54360,Marchman Dallas,19,253,First,Black,Female
54361,Marchman Dallas,24,564,First,Black,Female
54362,Marchman Dallas,25,172,First,White,Male
54364,Marchman Dallas,28,541,First,White,Male
54365,Marchman Dallas,30,508,First,White,Female
54366,Marchman Dallas,25,295,First,Black,Male
54368,Marchman Dallas,24,130,Third,White,Male
54369,Marchman,24,495,First,Black,Female
54370,Marchman Dallas,18,135,Second,White,Female
54371,Marchman Dallas,18,273,Second,White,Female
54372,Marchman Dallas,24,492,Second,White,Female
54373,Marchman Dallas,30,632,Second,White,Female
54374,Marchman Dallas,19,119,Second,Asian,Male
54375,Marchman Dallas,24,338,NA,Black,Female
54376,Marchman Dallas,30,441,NA,Black,Female
54377,Marchman Dallas,24,49,First,White,Female
54379,Marchman Dallas,25,581,First,White,Male
54380,Marchman Dallas,19,66,Second,White,Female
54381,Marchman Dallas,24,357,Second,White,Female
54382,Marchman Dallas,30,642,Second,White,Female
54383,Marchman Dallas,25,379,Second,White,Female
54385,Marchman Dallas,19,284,Second,White,Female
54386,Marchman Dallas,19,207,First,White,Female
54387,Marchman Dallas,24,483,First,White,Female
54388,Marchman Dallas,25,349,Second,White,Male
54389,Marchman Dallas,29,597,Second,White,Male
54390,Marchman Dallas,20,139,Second,Black,Female
54391,Marchman Dallas,18,60,First,Black,Female
54392,Marchman Dallas,25,330,First,White,Female
54394,Marchman Dallas,30,444,First,Black,Female
54395,Marchman Dallas,18,25,Sixth,White,Female
54396,Marchman Dallas,24,9,Sixth,White,Female
54397,Marchman Dallas,30,15,Sixth,White,Female
54398,Marchman Dallas,25,355,First,White,Male
54400,Marchman Dallas,19,251,First,White,Female
54401,Marchman Dallas,30,612,First,White,Female
54402,Marchman Dallas,18,273,First,White,Female
54403,Marchman Dallas,24,470,First,White,Female
54405,Marchman,21,117,Second,White,Female
54406,Marchman Dallas,18,187,First,White,Female
54407,Marchman Dallas,24,550,First,White,Female
54408,Marchman Dallas,18,202,First,White,Female
54409,Marchman Dallas,25,436,First,White,Female
54410,Marchman Dallas,30,510,First,White,Female
54411,Marchman Dallas,19,55,Second,White,Female
54412,Marchman Dallas,27,536,Second,White,Female
54413,Marchman Dallas,18,184,First,White,Female
54414,Marchman Dallas,24,474,First,White,Female
54415,Marchman Dallas,29,627,First,White,Female
54416,Marchman Dallas,23,260,Third,White,Female
54417,Marchman Dallas,30,519,Third,White,Female
54418,Marchman Dallas,24,341,NA,White,Male
54419,Marchman Dallas,26,590,First,White,Female
54420,Marchman Dallas,19,146,Second,White,Female
54421,Marchman Dallas,30,626,Second,White,Female
54422,Marchman Dallas,18,73,First,White,Female
54423,Marchman Dallas,22,244,First,White,Female
54424,Marchman Dallas,29,631,First,White,Female
54425,Marchman Dallas,19,104,Third,White,Female
54426,Marchman Dallas,24,329,Third,White,Female
54427,Marchman Dallas,30,553,Third,White,Female
54428,Marchman Dallas,24,226,First,White,Female
54429,Marchman Dallas,29,475,First,White,Female
54430,Marchman Dallas,18,11,First,White,Male
54431,Marchman Dallas,30,72,First,White,Male
54432,Marchman Dallas,24,414,Third,White,Female
54433,Marchman Dallas,19,330,Second,White,Female
54434,Marchman Dallas,24,522,Second,White,Female
54435,Marchman Dallas,30,634,Second,White,Female
54436,Marchman Dallas,24,486,First,White,Female
54437,Marchman Dallas,24,161,First,White,Male
54438,Marchman Dallas,29,63,Third,White,Male
54439,Marchman Dallas,21,192,First,Black,Male
54440,Marchman Dallas,24,267,First,Black,Male
54442,Marchman Dallas,24,45,First,White,Male
54443,Marchman Dallas,30,266,First,White,Male
54444,Marchman Dallas,18,56,First,White,Male
54445,Marchman Dallas,24,234,First,White,Male
54446,Marchman Dallas,18,320,Third,White,Female
54447,Marchman Dallas,18,93,First,White,Male
54448,Marchman Dallas,25,369,First,White,Male
54449,Marchman Dallas,29,500,First,White,Male
54450,Marchman Dallas,18,27,Fifth,White,Male
54451,Marchman Dallas,19,490,First,White,Female
54452,Marchman Dallas,24,569,First,White,Female
54453,Marchman Dallas,30,635,First,White,Female
54454,Marchman Dallas,17,224,Second,White,Female
54455,Marchman Dallas,24,657,Second,White,Female
54456,Marchman Dallas,29,669,Second,White,Female
54457,Marchman Dallas,20,262,First,White,Male
54458,Marchman Dallas,19,234,Second,White,Male
54459,Marchman Dallas,25,619,Second,White,Male
54460,Marchman Dallas,18,177,Third,Black,Female
54461,Marchman Dallas,24,425,Third,Black,Female
54462,Marchman Dallas,18,58,First,White,Male
54463,Marchman Dallas,24,274,First,White,Male
54465,Marchman Dallas,22,307,First,White,Male
54466,Marchman Dallas,30,651,First,White,Male
54467,Marchman Dallas,18,82,Third,White,Male
54468,Marchman Dallas,24,391,Third,White,Male
54469,Marchman Dallas,18,27,First,White,Male
54470,Marchman Dallas,24,213,First,White,Male
54472,Marchman Dallas,25,105,Third,White,Male
54474,Marchman Dallas,18,359,First,White,Female
54475,Marchman Dallas,25,647,First,White,Female
54476,Marchman Dallas,18,113,Second,White,Male
54477,Marchman Dallas,24,474,Second,White,Male
54478,Marchman Dallas,29,608,Second,White,Male
54479,Marchman Dallas,18,154,First,White,Female
54480,Marchman Dallas,25,389,First,White,Female
54481,Marchman Dallas,30,577,First,White,Female
54482,Marchman Dallas,19,64,First,White,Female
54483,Marchman Dallas,24,136,First,White,Female
54485,Marchman Dallas,19,407,Third,White,Male
54487,Marchman Dallas,26,133,First,White,Male
54488,Marchman Dallas,30,628,First,White,Male
54489,Marchman Dallas,18,136,Second,White,Male
54490,Marchman Dallas,30,574,Second,White,Male
54491,Marchman Dallas,19,79,Second,White,Female
54492,Marchman Dallas,24,248,Second,White,Female
54494,Marchman Dallas,24,55,First,White,Male
54495,Marchman Dallas,29,152,First,White,Male
54496,Marchman Dallas,18,47,First,White,Female
54497,Marchman Dallas,24,291,First,White,Female
54498,Marchman Dallas,30,634,First,White,Female
54499,Marchman Dallas,27,660,First,White,Male
54500,Marchman Dallas,19,148,First,White,Male
54501,Marchman Dallas,18,7,First,White,Female
54502,Marchman Dallas,24,76,First,White,Female
54503,Marchman Dallas,30,388,First,White,Female
54504,Marchman Dallas,18,74,Second,White,Male
54505,Marchman Dallas,24,120,Second,White,Male
54506,Marchman Dallas,30,371,Second,White,Male
54507,Marchman Dallas,24,127,Second,White,Male
54508,Marchman Dallas,30,303,Second,White,Male
54509,Marchman Dallas,17,301,First,White,Female
54510,Marchman Dallas,22,530,First,White,Female
54511,Marchman Dallas,30,680,First,White,Female
54512,Marchman Dallas,18,75,Second,White,Male
54513,Marchman Dallas,24,402,Second,White,Male
54514,Marchman Dallas,24,471,First,White,Male
54515,Marchman Dallas,30,668,First,White,Male
54516,Marchman Dallas,25,266,First,White,Male
54517,Marchman Dallas,19,53,Second,White,Male
54518,Marchman Dallas,25,338,Second,White,Male
54519,Marchman Dallas,30,572,Second,White,Male
54520,Marchman Dallas,19,75,First,White,Male
54521,Marchman Dallas,25,421,First,White,Male
54522,Marchman Dallas,29,531,First,White,Male
54523,Smith,19,252,NA,NA,NA
54524,Smith,16,58,NA,NA,NA
54525,Smith,16,143,NA,NA,NA
54526,Smith,16,47,NA,NA,NA
54527,Smith,17,248,NA,NA,NA
54528,Smith,16,39,NA,NA,NA
54529,Smith,16,10,NA,NA,NA
54530,Smith,19,28,NA,NA,NA
54532,Smith,17,17,NA,NA,NA
54533,Smith,17,20,NA,NA,NA
54534,Smith,17,55,NA,NA,NA
54535,Smith,16,114,NA,NA,NA
54536,Smith,17,164,NA,NA,NA
54537,Smith,21,107,NA,NA,NA
54538,Smith,23,346,NA,NA,NA
54539,Smith,18,48,NA,NA,NA
54540,Smith,16,173,NA,NA,NA
54541,Smith,17,15,NA,NA,NA
54542,Smith,17,47,NA,NA,NA
54543,Smith,29,572,NA,NA,NA
54544,Smith,17,48,NA,NA,NA
54545,Smith,18,44,NA,NA,NA
54546,Smith,28,648,NA,NA,NA
54547,Smith,18,106,NA,NA,NA
54548,Smith,16,102,NA,NA,NA
54549,Smith,17,249,NA,NA,NA
54550,Smith,16,112,NA,NA,NA
54551,Smith,28,169,NA,NA,NA
54552,Smith,16,20,NA,NA,NA
54553,Smith,18,17,NA,NA,NA
54554,Smith,30,629,NA,NA,NA
54555,Smith,30,680,NA,NA,NA
54556,Smith,18,246,NA,NA,NA
54557,Smith,27,609,NA,NA,NA
54558,Smith,28,675,NA,NA,NA
54559,Smith,28,529,NA,NA,NA
54560,Smith,30,497,NA,NA,NA
54561,Smith,26,549,NA,NA,NA
54562,Smith,27,475,NA,NA,NA
54563,Smith,18,45,NA,NA,NA
54564,Smith,30,128,NA,NA,NA
54565,Smith,23,150,NA,NA,NA
54566,Smith,25,386,NA,NA,NA
54567,Smith,24,358,NA,NA,NA
54568,Smith,25,309,NA,NA,NA
54569,Smith,22,55,NA,NA,NA
54570,Smith,24,140,NA,NA,NA
54571,Smith,24,490,NA,NA,NA
54572,Smith,30,594,NA,NA,NA
54573,Smith,17,221,NA,NA,NA
54574,Smith,26,510,NA,NA,NA
54575,Smith,28,621,NA,NA,NA
54576,Smith,29,639,NA,NA,NA
54577,Smith,21,44,NA,NA,NA
54578,Smith,25,48,NA,NA,NA
54579,Smith,23,273,NA,NA,NA
54580,Smith,19,117,NA,NA,NA
54581,Smith,30,590,NA,NA,NA
54582,Smith,24,201,NA,NA,NA
54583,Smith,29,220,NA,NA,NA
54584,Smith,20,87,NA,NA,NA
54586,Smith,28,368,NA,NA,NA
54587,Smith,25,497,NA,NA,NA
54588,Smith,24,97,NA,NA,NA
54589,Smith,20,41,NA,NA,NA
54590,Smith,18,74,NA,NA,NA
54591,Smith,24,46,NA,NA,NA
54592,Smith,18,3,NA,NA,NA
54593,Smith,30,308,NA,NA,NA
54594,Smith,27,61,NA,NA,NA
54595,Smith,17,53,NA,NA,NA
54596,Smith,24,119,NA,NA,NA
54597,Smith,18,146,NA,NA,NA
54598,Smith,16,113,NA,NA,NA
54599,Smith,21,363,NA,NA,NA
54600,Smith,28,402,NA,NA,NA
54601,Smith,20,24,NA,NA,NA
54602,Smith,28,163,NA,NA,NA
54608,Smith,18,407,NA,NA,NA
54609,Smith,16,34,NA,NA,NA
54610,Smith,24,395,NA,NA,NA
54611,Smith,24,139,NA,NA,NA
54612,Smith,17,181,NA,NA,NA
54613,Smith,29,303,NA,NA,NA
54614,Smith,23,217,NA,NA,NA
54615,Smith,24,381,NA,NA,NA
54616,Smith,29,559,NA,NA,NA
54617,Smith,30,557,NA,NA,NA
54618,Smith,18,201,NA,NA,NA
54619,Smith,30,368,NA,NA,NA
54620,Smith,22,19,NA,NA,NA
54621,Smith,24,313,NA,NA,NA
54622,Smith,27,347,NA,NA,NA
54624,Smith,29,418,NA,NA,NA
54625,Smith,22,135,NA,NA,NA
54626,Smith,28,350,NA,NA,NA
54627,Smith,29,453,NA,NA,NA
54628,Smith,23,378,NA,NA,NA
54630,Smith,17,54,NA,NA,NA
54631,Smith,17,15,NA,NA,NA
54632,Smith,27,589,NA,NA,NA
54634,Smith,18,23,NA,NA,NA
54639,Smith,21,157,NA,NA,NA
54641,Smith,17,38,NA,NA,NA
54642,Smith,24,679,NA,NA,NA
54643,Smith,16,27,NA,NA,NA
54645,Smith,29,220,NA,NA,NA
54646,Smith,18,220,NA,NA,NA
54647,Smith,22,245,NA,NA,NA
54648,Smith,29,26,NA,NA,NA
54649,Smith,17,200,NA,NA,NA
54650,Smith,29,478,NA,NA,NA
54651,Smith,23,149,NA,NA,NA
54652,Smith,23,273,NA,NA,NA
54653,Smith,16,7,NA,NA,NA
54654,Smith,29,567,NA,NA,NA
54655,Smith,29,234,NA,NA,NA
54656,Smith,19,117,NA,NA,NA
54658,Smith,17,62,NA,NA,NA
54660,Smith,25,611,NA,NA,NA
54661,Smith,25,197,NA,NA,NA
54663,Smith,19,113,NA,NA,NA
54665,Smith,29,459,NA,NA,NA
54666,Smith,24,313,NA,NA,NA
54667,Smith,27,556,NA,NA,NA
54668,Smith,30,132,NA,NA,NA
54669,Smith,29,643,NA,NA,NA
54671,Smith,29,544,NA,NA,NA
54672,Smith,19,52,NA,NA,NA
54673,Smith,24,452,NA,NA,NA
54674,Smith,30,497,NA,NA,NA
54675,Smith,29,529,NA,NA,NA
54676,Smith,18,51,NA,NA,NA
54677,Smith,23,314,NA,NA,NA
54679,Smith,29,290,NA,NA,NA
54680,Smith,19,496,NA,NA,NA
54681,Smith,16,8,NA,NA,NA
54683,Smith,30,634,NA,NA,NA
54684,Smith,18,83,NA,NA,NA
54685,Smith,24,522,NA,NA,NA
54686,Smith,19,379,NA,NA,NA
54687,Smith,20,50,NA,NA,NA
54688,Smith,25,507,NA,NA,NA
54689,Smith,30,537,NA,NA,NA
54690,Smith,29,530,NA,NA,NA
54692,Smith,29,99,NA,NA,NA
54693,Smith,29,606,NA,NA,NA
54694,Smith,30,349,NA,NA,NA
54695,Smith,23,60,NA,NA,NA
54696,Smith,20,171,NA,NA,NA
54697,Smith,19,339,NA,NA,NA
54698,Smith,19,386,NA,NA,NA
54699,Smith,17,35,NA,NA,NA
54702,Smith,30,554,NA,NA,NA
54703,Smith,30,592,NA,NA,NA
54704,Smith,17,28,NA,NA,NA
54705,Smith,22,71,NA,NA,NA
54706,Smith,25,557,NA,NA,NA
54708,Smith,30,574,NA,NA,NA
54710,Smith,29,634,NA,NA,NA
54711,Smith,30,658,NA,NA,NA
54712,Smith,18,130,NA,NA,NA
54713,Smith,24,474,NA,NA,NA
54714,Smith,18,248,NA,NA,NA
54715,Smith,25,418,NA,NA,NA
54716,Smith,20,54,NA,NA,NA
54717,Smith,18,472,NA,NA,NA
54719,Smith,20,31,NA,NA,NA
54720,Smith,27,475,NA,NA,NA
54721,Smith,26,548,NA,NA,NA
54722,Smith,21,124,NA,NA,NA
54723,Smith,27,673,NA,NA,NA
54724,Smith,17,33,NA,NA,NA
54725,Smith,24,526,NA,NA,NA
54726,Smith,18,334,NA,NA,NA
54727,Smith,19,57,NA,NA,NA
54728,Smith,27,360,NA,NA,NA
54729,Smith,17,91,NA,NA,NA
54731,Smith,28,369,NA,NA,NA
54734,Smith,26,195,NA,NA,NA
54735,Smith,30,483,NA,NA,NA
54740,Smith,19,290,NA,NA,NA
54741,Smith,17,54,NA,NA,NA
54744,Smith,25,482,NA,NA,NA
54745,Smith,19,196,NA,NA,NA
54746,Smith,18,9,NA,NA,NA
54747,Smith,16,36,NA,NA,NA
54748,Smith,24,539,NA,NA,NA
54749,Smith,26,607,NA,NA,NA
54753,Smith,19,281,NA,NA,NA
54754,Smith,30,483,NA,NA,NA
54755,Smith,27,378,NA,NA,NA
54759,Smith,21,247,NA,NA,NA
54760,Smith,27,389,NA,NA,NA
54762,Smith,18,50,NA,NA,NA
54763,Smith,24,515,NA,NA,NA
54764,Smith,23,91,NA,NA,NA
54766,Smith,23,47,NA,NA,NA
54767,Smith,27,390,NA,NA,NA
54768,Smith,16,28,NA,NA,NA
54769,Smith,30,607,NA,NA,NA
54770,Smith,18,44,NA,NA,NA
54773,Smith,28,640,NA,NA,NA
54775,Smith,17,99,NA,NA,NA
54776,Smith,17,109,NA,NA,NA
54779,Smith,25,480,NA,NA,NA
54780,Smith,24,225,NA,NA,NA
54781,Smith,23,106,NA,NA,NA
54782,Smith,20,184,NA,NA,NA
54783,Smith,23,461,NA,NA,NA
54784,Smith,23,360,NA,NA,NA
54786,Smith,30,441,NA,NA,NA
