data_id,source_id,age,production,birth_order,ethnicity,sex
52926,Marchman,27,421,First,White,Female
52927,Marchman,27,490,Second,White,Female
52928,Marchman,27,147,First,White,Male
52929,Marchman,26,590,First,White,Female
52930,Marchman,29,480,First,White,Male
52931,Marchman,26,468,First,White,Male
52932,Marchman,26,214,First,White,Female
52933,Marchman,26,442,First,White,Male
52934,Marchman,25,479,Second,White,Female
52935,Marchman,25,148,Third,White,Female
52936,Marchman,25,494,First,White,Female
52937,Marchman,24,79,First,White,Male
52938,Marchman,24,176,Second,White,Female
52939,Marchman,23,446,Second,White,Female
52940,Marchman,23,395,Second,White,Male
52941,Marchman,23,371,First,White,Male
52942,Marchman,22,488,First,White,Male
52943,Marchman,22,388,First,White,Female
52944,Marchman,22,495,Third,White,Female
52945,Marchman,22,81,First,White,Male
52946,Marchman,22,125,Second,White,Female
52947,Marchman,22,291,Second,White,Female
52948,Marchman,20,142,First,White,Male
52949,Marchman,20,47,Third,Asian,Male
52950,Marchman,19,182,First,White,Female
52951,Marchman,18,15,Second,White,Female
52952,Marchman,18,14,First,White,Male
52953,Marchman,18,52,First,White,Male
52954,Marchman,17,43,First,White,Male
52955,Marchman,16,11,Third,White,Male
52956,Marchman,25,366,First,Asian,Male
52957,Marchman,27,507,First,Hispanic,Male
52958,Marchman,29,462,First,Asian,Male
52959,Marchman,29,442,First,White,Male
52960,Marchman,29,150,Third,White,Female
52961,Marchman,28,426,First,White,Male
52962,Marchman,22,36,Second,White,Male
52963,Marchman,21,93,First,White,Male
52964,Marchman,16,50,Second,White,Female
52965,Marchman,22,73,Fourth,White,Female
52966,Marchman,16,60,First,White,Female
52967,Marchman,18,13,First,White,Male
52968,Marchman,19,50,First,White,Female
52969,Marchman,29,309,First,White,Male
52970,Marchman,29,625,First,White,Female
52971,Marchman,22,442,Second,White,Male
52972,Marchman,16,43,Second,White,Female
52973,Marchman,21,344,Third,White,Male
52974,Marchman,24,262,First,White,Male
52975,Marchman,25,377,Second,White,Male
52976,Marchman,24,137,Second,White,Male
52977,Marchman,28,626,First,White,Male
52978,Marchman,16,45,First,White,Female
52979,Marchman,17,38,Third,White,Male
52980,Marchman,17,72,Second,White,Male
52981,Marchman,23,193,Second,White,Male
52982,Marchman,24,522,First,White,Male
52983,Marchman,16,10,Second,White,Male
52984,Marchman,16,42,Second,White,Female
52985,Marchman,16,82,Second,White,Male
52986,Marchman,16,97,First,White,Female
52987,Marchman,16,118,First,Asian,Female
52988,Marchman,24,42,Second,White,Male
52989,Marchman,24,57,Second,White,Female
52990,Marchman,24,402,First,White,Male
52991,Marchman,24,610,Second,Asian,Female
52992,Marchman,27,461,First,White,Male
52993,Marchman,24,540,First,White,Female
52994,Marchman,24,619,First,White,Male
52995,Marchman,18,65,First,White,Male
52996,Marchman,17,104,First,White,Female
52997,Marchman,16,21,First,White,Female
52998,Marchman,18,25,Third,White,Male
52999,Marchman,18,44,First,White,Male
53000,Marchman,18,45,First,White,Male
53001,Marchman,20,18,Second,Asian,Male
53002,Marchman,29,33,First,White,Male
53003,Marchman,19,46,Second,White,Female
53004,Marchman,20,96,First,Black,Female
53005,Marchman,21,361,First,White,Male
53006,Marchman,21,140,Second,Asian,Female
53007,Marchman,21,465,First,White,Male
53008,Marchman,22,146,First,White,Male
53009,Marchman,22,42,Third,White,Female
53010,Marchman,22,488,Second,White,Male
53011,Marchman,25,303,First,White,Male
53012,Marchman,25,444,First,White,Male
53013,Marchman,26,410,Second,White,Male
53014,Marchman,27,407,First,White,Female
53015,Marchman,27,416,First,White,Male
53016,Marchman,27,578,First,White,Female
53017,Marchman,28,520,Second,White,Female
53018,Marchman,24,43,Second,White,Male
53019,Marchman,24,300,First,White,Male
53020,Marchman,26,631,Second,White,Male
53021,Marchman,28,150,Second,White,Male
53022,Marchman,28,468,Second,White,Female
53023,Marchman,27,416,Second,Asian,Male
53024,Marchman,25,569,Second,White,Male
53025,Marchman,25,546,Second,White,Female
53026,Marchman,25,274,First,Other,Male
53027,Marchman,24,278,First,White,Male
53028,Marchman,24,383,First,White,Female
53029,Marchman,23,471,Second,White,Female
53030,Marchman,21,55,Fourth,White,Female
53031,Marchman,21,289,First,White,Female
53032,Marchman,21,295,Second,White,Male
53033,Marchman,20,452,First,White,Male
53034,Marchman,20,34,Second,White,Male
53035,Marchman,19,110,First,White,Female
53036,Marchman,18,50,First,White,Male
53037,Marchman,16,31,First,White,Male
53038,Marchman,16,27,Third,White,Female
53039,Marchman,28,475,Third,White,Male
53040,Marchman,18,26,First,White,Male
53041,Marchman,25,605,Second,White,Male
53042,Marchman,21,131,First,White,Male
53043,Marchman,23,556,First,White,Female
53044,Marchman,28,424,Second,White,Female
53045,Marchman,27,648,First,White,Male
53046,Marchman,27,629,First,White,Female
53047,Marchman,23,308,First,White,Female
53048,Marchman,19,306,Third,White,Male
53049,Marchman,18,118,First,White,Male
53050,Marchman,24,389,Fourth,White,Female
53051,Marchman,23,377,First,White,Male
53052,Marchman,23,517,First,White,Female
53053,Marchman,25,390,First,White,Male
53054,Marchman,17,34,First,White,Female
53055,Marchman,29,483,First,White,Male
53056,Marchman,23,504,First,White,Female
53057,Marchman,27,590,First,White,Male
53058,Marchman,24,415,Second,White,Female
53059,Marchman,23,344,First,White,Female
53060,Marchman,21,130,First,White,Male
53061,Marchman,17,98,First,White,Female
53062,Marchman,27,17,Second,White,Male
53063,Marchman,23,386,Second,White,Female
53064,Marchman,23,338,First,White,Female
53065,Marchman,23,243,Third,White,Female
53066,Marchman,20,145,Second,White,Female
53067,Marchman,28,237,First,White,Female
53068,Marchman,26,420,Second,White,Male
53069,Marchman,25,186,Second,White,Male
53070,Marchman,24,371,First,White,Female
53071,Marchman,24,498,First,White,Male
53072,Marchman,23,132,Second,Asian,Male
53073,Marchman,23,254,Second,White,Female
53074,Marchman,24,543,First,White,Female
53075,Marchman,24,262,Second,White,Male
53076,Marchman,27,580,First,White,Female
53077,Marchman,18,32,First,White,Female
53078,Marchman,24,197,First,White,Male
53079,Marchman,23,262,Second,White,Female
53080,Marchman,26,553,First,White,Male
53081,Marchman,24,479,First,White,Female
53082,Marchman,24,317,Second,White,Male
53083,Marchman,17,49,Second,White,Male
53084,Marchman,17,167,Second,White,Female
53085,Marchman,16,51,First,White,Female
53086,Marchman,30,636,First,White,Female
53087,Marchman,16,15,First,White,Male
53088,Marchman,16,9,First,Black,Male
53089,Marchman,16,67,Third,Black,Male
53090,Marchman,20,284,Second,White,Female
53091,Marchman,20,264,First,White,Female
53092,Marchman,20,49,Second,White,Male
53093,Marchman,20,72,First,White,Male
53094,Marchman,20,261,Second,White,Female
53095,Marchman,20,393,First,White,Female
53096,Marchman,18,36,Second,White,Female
53097,Marchman,19,20,Second,White,Male
53098,Marchman,20,32,Second,White,Male
53099,Marchman,20,221,First,White,Female
53100,Marchman,19,169,Third,White,Female
53101,Marchman,19,60,First,White,Male
53102,Marchman,19,8,Second,White,Male
53103,Marchman,20,188,First,White,Male
53104,Marchman,20,170,First,White,Male
53105,Marchman,20,98,First,White,Male
53106,Marchman,30,613,First,White,Male
53107,Marchman,30,514,First,Hispanic,Male
53108,Marchman,30,451,First,White,Female
53109,Marchman,30,432,First,White,Female
53110,Marchman,30,562,First,White,Male
53111,Marchman,30,388,First,White,Male
53113,Marchman Dallas,16,26,Second,White,Male
53114,Marchman Dallas,16,18,First,Hispanic,Male
53115,Marchman Dallas,16,24,Second,White,Female
53116,Marchman Dallas,16,75,First,White,Male
53117,Marchman Dallas,16,74,First,White,Female
53118,Marchman Dallas,16,294,First,White,Female
53119,Marchman Dallas,16,51,Second,White,Female
53120,Marchman Dallas,16,62,Second,White,Female
53121,Marchman Dallas,16,35,First,White,Female
53122,Marchman Dallas,16,21,First,White,Female
53123,Marchman Dallas,16,5,Fourth,White,Male
53124,Marchman Dallas,16,49,First,White,Female
53125,Marchman Dallas,16,20,First,White,Male
53126,Marchman Dallas,16,49,Third,White,Female
53127,Marchman Dallas,16,8,Second,White,Female
53128,Marchman Dallas,16,24,Fourth,White,Female
53129,Marchman Dallas,16,106,First,White,Female
53130,Marchman Dallas,16,18,Second,White,Female
53131,Marchman Dallas,16,13,First,White,Female
53132,Marchman Dallas,16,52,Second,White,Male
53133,Marchman Dallas,16,129,Second,White,Female
53134,Marchman Dallas,16,45,Third,White,Female
53135,Marchman Dallas,16,10,Second,White,Male
53136,Marchman Dallas,16,57,Third,White,Male
53137,Marchman Dallas,16,71,First,White,Male
53138,Marchman Dallas,16,185,First,White,Male
53139,Marchman Dallas,16,344,First,White,Male
53140,Marchman Dallas,16,15,First,White,Male
53141,Marchman Dallas,16,238,First,White,Female
53142,Marchman Dallas,16,1,First,White,Male
53143,Marchman Dallas,16,20,Second,White,Female
53144,Marchman Dallas,16,261,First,White,Male
53145,Marchman Dallas,16,4,Second,White,Male
53146,Marchman Dallas,16,104,First,White,Female
53147,Marchman Dallas,16,8,First,White,Female
53148,Marchman Dallas,16,28,Second,White,Female
53149,Marchman Dallas,16,34,Second,White,Female
53150,Marchman Dallas,16,44,First,White,Male
53151,Marchman Dallas,16,5,Second,White,Female
53152,Marchman Dallas,16,397,First,White,Female
53153,Marchman Dallas,16,17,First,White,Male
53154,Marchman Dallas,16,14,Second,White,Male
53155,Marchman Dallas,16,48,First,White,Female
53156,Marchman Dallas,16,7,Second,White,Female
53157,Marchman Dallas,16,45,First,White,Male
53158,Marchman Dallas,16,25,First,White,Male
53159,Marchman Dallas,16,16,First,White,Female
53160,Marchman Dallas,16,25,Third,White,Male
53161,Marchman Dallas,16,4,First,White,Male
53162,Marchman Dallas,16,10,First,White,Male
53163,Marchman Dallas,16,18,Second,White,Male
53164,Marchman Dallas,16,15,Third,White,Female
53165,Marchman Dallas,16,82,Second,White,Male
53166,Marchman Dallas,16,60,First,White,Male
53167,Marchman Dallas,16,119,Second,White,Female
53168,Marchman,16,11,Third,Black,Male
53169,Marchman Dallas,16,36,First,White,Male
53170,Marchman Dallas,16,18,Second,White,Male
53171,Marchman Dallas,16,33,Third,White,Male
53172,Marchman Dallas,16,265,First,White,Male
53173,Marchman Dallas,16,30,Second,White,Male
53174,Marchman Dallas,16,62,Second,White,Female
53175,Marchman Dallas,16,182,Second,White,Female
53176,Marchman Dallas,16,30,First,Black,Female
53177,Marchman Dallas,16,14,Third,White,Male
53178,Marchman Dallas,16,74,Second,White,Female
53179,Marchman Dallas,16,9,Fifth,White,Male
53180,Marchman Dallas,16,1,Third,White,Female
53181,Marchman Dallas,16,29,Second,White,Female
53182,Marchman Dallas,16,6,Second,White,Male
53183,Marchman Dallas,16,5,First,White,Male
53184,Marchman Dallas,16,7,Third,White,Female
53185,Marchman Dallas,16,137,First,White,Female
53186,Marchman Dallas,16,82,First,White,Male
53187,Marchman Dallas,16,32,Third,White,Female
53188,Marchman Dallas,16,101,Second,White,Female
53189,Marchman Dallas,16,73,Third,White,Female
53190,Marchman Dallas,16,241,First,White,Female
53191,Marchman Dallas,16,243,First,White,Male
53192,Marchman Dallas,16,18,Second,White,Female
53193,Marchman Dallas,16,36,Second,White,Female
53194,Marchman Dallas,16,24,Third,White,Female
53195,Marchman Dallas,16,118,First,White,Male
53196,Marchman Dallas,16,145,First,Asian,Female
53197,Marchman Dallas,16,9,First,White,Male
53198,Marchman Dallas,16,117,First,White,Female
53199,Marchman Dallas,16,36,Second,White,Male
53200,Marchman Dallas,16,33,First,White,Male
53201,Marchman Dallas,16,23,Second,White,Male
53202,Marchman Dallas,16,22,First,Hispanic,Male
53203,Marchman Dallas,16,21,Second,White,Female
53204,Marchman Dallas,16,315,Second,White,Female
53205,Marchman Dallas,16,1,First,White,Male
53206,Marchman Dallas,16,167,Third,White,Male
53207,Marchman Dallas,16,10,Second,White,Female
53208,Marchman Dallas,16,62,Second,White,Female
53209,Marchman Dallas,16,13,First,White,Male
53210,Marchman Dallas,16,92,First,White,Female
53211,Marchman Dallas,16,336,First,White,Female
53212,Marchman Dallas,16,3,Second,Asian,Male
53213,Marchman Dallas,16,41,Second,White,Female
53214,Marchman Dallas,16,252,Second,White,Female
53215,Marchman Dallas,16,61,First,White,Male
53216,Marchman Dallas,16,4,Second,White,Male
53217,Marchman Dallas,16,6,First,White,Male
53218,Marchman Dallas,16,17,Second,White,Male
53219,Marchman,16,66,First,Black,Female
53220,Marchman Dallas,16,0,Second,White,Male
53221,Marchman Dallas,16,39,First,White,Female
53222,Marchman Dallas,16,46,First,White,Male
53223,Marchman Dallas,16,52,First,White,Female
53224,Marchman Dallas,16,243,Second,White,Male
53225,Marchman Dallas,16,27,Second,White,Male
53226,Marchman Dallas,16,10,Third,White,Female
53227,Marchman Dallas,17,65,First,White,Female
53228,Marchman Dallas,17,11,First,White,Female
53229,Marchman Dallas,17,50,Second,White,Female
53230,Marchman Dallas,17,2,First,White,Male
53231,Marchman Dallas,17,32,First,Hispanic,Male
53232,Marchman Dallas,17,13,Second,White,Male
53233,Marchman Dallas,17,155,Second,White,Female
53234,Marchman Dallas,17,46,First,White,Male
53235,Marchman Dallas,17,39,Third,White,Male
53236,Marchman Dallas,17,16,Second,White,Male
53237,Marchman Dallas,17,79,Third,White,Female
53238,Marchman Dallas,17,24,First,White,Female
53239,Marchman Dallas,17,18,Second,White,Female
53240,Marchman Dallas,17,27,First,White,Female
53241,Marchman Dallas,17,99,First,White,Female
53242,Marchman Dallas,17,25,First,White,Female
53243,Marchman Dallas,17,18,First,White,Male
53244,Marchman Dallas,17,54,First,White,Female
53245,Marchman Dallas,17,41,Fourth,White,Male
53246,Marchman Dallas,17,39,Second,White,Male
53247,Marchman Dallas,17,13,First,Asian,Male
53248,Marchman Dallas,17,14,First,White,Male
53249,Marchman,17,17,First,White,Female
53250,Marchman Dallas,17,11,Second,Hispanic,Female
53251,Marchman Dallas,17,221,First,White,Female
53252,Marchman Dallas,17,269,First,White,Female
53253,Marchman Dallas,17,22,Second,White,Male
53254,Marchman Dallas,17,148,Second,White,Male
53255,Marchman Dallas,17,53,First,White,Male
53256,Marchman Dallas,17,63,First,White,Female
53257,Marchman Dallas,17,18,First,Hispanic,Female
53258,Marchman Dallas,17,52,First,White,Male
53259,Marchman Dallas,17,6,Seventh,White,Female
53260,Marchman Dallas,17,48,Third,White,Male
53261,Marchman Dallas,17,16,First,White,Male
53262,Marchman Dallas,17,46,First,White,Male
53263,Marchman Dallas,17,20,First,White,Male
53264,Marchman Dallas,17,62,Second,White,Female
53265,Marchman Dallas,17,88,Second,White,Female
53266,Marchman Dallas,17,38,Second,White,Female
53267,Marchman Dallas,17,118,Second,White,Female
53268,Marchman Dallas,17,43,First,White,Female
53269,Marchman Dallas,17,8,Second,White,Female
53270,Marchman Dallas,17,36,Second,White,Female
53271,Marchman Dallas,17,5,Second,White,Female
53272,Marchman Dallas,17,11,Second,White,Female
53273,Marchman Dallas,17,40,First,White,Female
53274,Marchman Dallas,17,5,First,Hispanic,Female
53275,Marchman Dallas,18,102,First,White,Male
53276,Marchman Dallas,18,174,First,White,Male
53277,Marchman Dallas,18,44,First,White,Male
53278,Marchman Dallas,18,67,First,White,Male
53279,Marchman Dallas,18,20,Second,White,Male
53280,Marchman Dallas,18,127,Third,White,Female
53281,Marchman Dallas,18,33,Third,White,Female
53282,Marchman Dallas,18,33,First,White,Female
53283,Marchman Dallas,18,15,Second,White,Female
53284,Marchman Dallas,18,31,Second,White,Male
53285,Marchman Dallas,18,49,First,White,Female
53286,Marchman Dallas,18,87,Second,White,Female
53287,Marchman Dallas,18,33,First,White,Female
53288,Marchman Dallas,18,77,Second,White,Female
53289,Marchman Dallas,18,123,Second,White,Female
53290,Marchman Dallas,18,0,Third,White,Male
53291,Marchman,18,19,First,White,Male
53292,Marchman Dallas,18,89,Third,White,Female
53293,Marchman Dallas,18,16,First,White,Male
53294,Marchman Dallas,18,223,First,White,Male
53295,Marchman Dallas,18,10,Second,White,Male
53296,Marchman Dallas,18,478,First,White,Female
53297,Marchman Dallas,18,45,First,White,Male
53298,Marchman Dallas,18,28,First,White,Female
53299,Marchman,18,79,First,White,Male
53300,Marchman Dallas,18,210,First,White,Male
53301,Marchman Dallas,18,191,First,White,Male
53302,Marchman Dallas,18,85,First,White,Female
53303,Marchman,18,346,First,White,Female
53304,Marchman Dallas,18,119,First,White,Male
53305,Marchman Dallas,18,55,Third,Black,Male
53306,Marchman Dallas,18,59,First,White,Female
53307,Marchman,18,82,Second,White,Female
53308,Marchman Dallas,18,375,First,White,Male
53309,Marchman Dallas,18,18,First,White,Male
53310,Marchman Dallas,18,90,First,White,Male
53311,Marchman Dallas,18,15,Second,White,Male
53312,Marchman Dallas,18,26,Second,White,Male
53313,Marchman Dallas,18,52,Second,White,Female
53314,Marchman,18,100,Third,White,Female
53315,Marchman Dallas,18,4,Second,White,Female
53316,Marchman Dallas,18,44,Third,Asian,Female
53317,Marchman Dallas,18,170,First,White,Male
53318,Marchman Dallas,18,185,Second,Asian,Male
53319,Marchman Dallas,18,91,First,White,Male
53320,Marchman Dallas,18,159,Fifth,White,Male
53321,Marchman Dallas,18,268,Second,White,Female
53322,Marchman Dallas,18,262,Second,White,Female
53323,Marchman Dallas,18,11,First,White,Male
53324,Marchman Dallas,18,56,First,White,Female
53325,Marchman Dallas,18,25,First,White,Male
53326,Marchman Dallas,18,49,First,White,Male
53327,Marchman Dallas,18,18,Second,White,Female
53328,Marchman Dallas,18,79,Second,White,Female
53329,Marchman Dallas,18,97,First,White,Male
53330,Marchman Dallas,18,27,Second,White,Male
53331,Marchman Dallas,18,69,Second,White,Female
53332,Marchman Dallas,18,30,First,White,Male
53333,Marchman Dallas,18,322,First,White,Male
53334,Marchman Dallas,18,8,Second,White,Male
53335,Marchman Dallas,18,28,First,White,Female
53336,Marchman Dallas,18,183,Second,White,Female
53337,Marchman Dallas,18,103,First,White,Female
53338,Marchman Dallas,18,5,Third,White,Female
53339,Marchman Dallas,18,85,Second,White,Female
53340,Marchman Dallas,18,77,First,White,Female
53341,Marchman Dallas,18,14,Second,White,Male
53342,Marchman Dallas,18,27,First,White,Female
53343,Marchman Dallas,18,18,Third,White,Female
53344,Marchman Dallas,18,130,Second,White,Male
53345,Marchman Dallas,18,301,Second,White,Female
53346,Marchman Dallas,18,502,First,White,Female
53347,Marchman Dallas,18,250,Second,White,Male
53348,Marchman,18,212,Fourth,White,Female
53349,Marchman Dallas,18,273,First,White,Female
53350,Marchman Dallas,18,42,First,White,Male
53351,Marchman Dallas,18,242,First,Asian,Male
53352,Marchman Dallas,18,239,First,White,Female
53353,Marchman Dallas,18,20,First,White,Male
53354,Marchman Dallas,18,33,Second,White,Male
53355,Marchman Dallas,18,17,First,White,Male
53356,Marchman Dallas,18,16,Second,White,Female
53357,Marchman Dallas,18,249,First,White,Female
53358,Marchman,18,18,First,Black,Female
53359,Marchman Dallas,18,123,First,White,Female
53360,Marchman Dallas,18,86,First,White,Female
53361,Marchman Dallas,18,75,Second,White,Male
53362,Marchman Dallas,18,26,Second,White,Male
53363,Marchman Dallas,18,141,Second,White,Male
53364,Marchman Dallas,18,46,Second,White,Male
53365,Marchman Dallas,18,83,Second,White,Male
53366,Marchman Dallas,18,114,First,Asian,Male
53367,Marchman Dallas,18,280,First,White,Male
53368,Marchman Dallas,18,109,Third,White,Male
53369,Marchman Dallas,18,31,First,White,Female
53370,Marchman Dallas,18,75,Second,White,Female
53371,Marchman Dallas,18,35,First,White,Male
53372,Marchman Dallas,18,76,Second,White,Female
53373,Marchman Dallas,18,145,First,White,Female
53374,Marchman Dallas,18,121,Second,White,Female
53375,Marchman Dallas,18,64,First,White,Female
53376,Marchman,18,23,First,Asian,Male
53377,Marchman Dallas,18,18,Second,White,Male
53378,Marchman Dallas,18,85,First,White,Male
53379,Marchman Dallas,18,85,First,White,Female
53380,Marchman Dallas,18,22,Second,White,Male
53381,Marchman Dallas,18,347,First,White,Male
53382,Marchman Dallas,18,193,First,White,Male
53383,Marchman Dallas,18,105,Second,White,Male
53384,Marchman Dallas,19,209,Second,White,Female
53385,Marchman Dallas,19,40,First,White,Male
53386,Marchman Dallas,19,244,First,White,Male
53387,Marchman Dallas,19,29,First,White,Male
53388,Marchman Dallas,19,245,Second,White,Female
53389,Marchman Dallas,19,19,First,White,Female
53390,Marchman Dallas,19,73,First,White,Male
53391,Marchman Dallas,19,42,First,White,Male
53392,Marchman Dallas,19,18,First,White,Female
53393,Marchman Dallas,19,130,First,White,Female
53394,Marchman Dallas,19,239,First,White,Male
53395,Marchman Dallas,19,65,Third,White,Female
53396,Marchman Dallas,19,261,Third,White,Male
53397,Marchman Dallas,19,466,First,White,Female
53398,Marchman Dallas,19,51,First,White,Male
53399,Marchman Dallas,19,79,First,White,Female
53400,Marchman Dallas,19,22,Second,White,Male
53401,Marchman Dallas,19,21,First,White,Male
53402,Marchman Dallas,19,85,First,White,Male
53403,Marchman Dallas,19,14,First,White,Male
53404,Marchman Dallas,19,135,First,White,Male
53405,Marchman Dallas,19,36,First,White,Male
53406,Marchman,19,59,Second,Asian,Female
53407,Marchman Dallas,19,42,Third,White,Male
53408,Marchman Dallas,19,72,First,White,Female
53409,Marchman Dallas,19,160,Second,White,Female
53410,Marchman Dallas,19,26,Third,White,Male
53411,Marchman Dallas,19,135,First,White,Female
53412,Marchman Dallas,19,151,First,White,Female
53413,Marchman Dallas,19,16,First,White,Male
53414,Marchman Dallas,19,139,Second,White,Female
53415,Marchman Dallas,19,5,Seventh,White,Female
53416,Marchman Dallas,19,246,First,White,Male
53417,Marchman,19,50,Second,Black,Male
53418,Marchman Dallas,19,30,First,White,Female
53419,Marchman Dallas,19,53,Second,White,Female
53420,Marchman Dallas,19,17,First,White,Male
53421,Marchman,19,109,Third,White,Male
53422,Marchman Dallas,19,19,First,White,Male
53423,Marchman,19,204,Second,White,Female
53424,Marchman Dallas,19,33,First,White,Male
53425,Marchman Dallas,19,72,First,Asian,Female
53426,Marchman Dallas,19,84,Second,White,Male
53427,Marchman,19,24,Second,White,Male
53428,Marchman Dallas,20,214,First,White,Female
53429,Marchman Dallas,20,77,First,White,Male
53430,Marchman Dallas,20,291,Second,White,Female
53431,Marchman Dallas,20,538,Second,White,Female
53432,Marchman Dallas,20,44,Second,White,Female
53433,Marchman Dallas,20,435,First,White,Female
53434,Marchman Dallas,20,77,Second,White,Female
53435,Marchman Dallas,20,28,Second,White,Female
53436,Marchman Dallas,20,89,First,White,Male
53437,Marchman Dallas,20,38,Sixth,White,Male
53438,Marchman,20,439,First,White,Female
53439,Marchman Dallas,20,37,Second,White,Female
53440,Marchman Dallas,20,34,First,White,Male
53441,Marchman Dallas,20,51,Second,White,Male
53442,Marchman Dallas,20,207,First,White,Male
53443,Marchman Dallas,20,262,Second,White,Female
53444,Marchman,20,20,Second,White,Female
53445,Marchman Dallas,20,69,First,White,Female
53446,Marchman Dallas,20,631,First,White,Male
53447,Marchman,20,122,Second,Black,Female
53448,Marchman Dallas,20,180,Second,White,Male
53449,Marchman Dallas,20,78,First,Hispanic,Female
53450,Marchman Dallas,20,40,First,White,Male
53451,Marchman Dallas,20,76,Second,Hispanic,Female
53452,Marchman,20,50,Second,White,Female
53453,Marchman Dallas,20,89,Second,White,Female
53454,Marchman Dallas,20,420,First,White,Male
53455,Marchman Dallas,20,63,First,White,Male
53456,Marchman Dallas,20,153,Second,White,Male
53457,Marchman Dallas,20,372,Second,Asian,Male
53458,Marchman Dallas,21,29,First,White,Female
53459,Marchman Dallas,21,42,Third,White,Female
53460,Marchman,21,39,Fourth,Black,Female
53461,Marchman Dallas,21,356,First,White,Female
53462,Marchman,21,3,First,White,Male
53463,Marchman Dallas,21,91,First,White,Female
53464,Marchman,21,8,First,Black,Male
53465,Marchman Dallas,21,60,Second,Hispanic,Female
53466,Marchman Dallas,21,142,Third,White,Female
53467,Marchman Dallas,22,183,First,Hispanic,Male
53468,Marchman Dallas,22,161,First,White,Female
53469,Marchman,22,505,Third,White,Female
53470,Marchman Dallas,22,466,First,White,Male
53471,Marchman Dallas,22,634,Second,White,Male
53472,Marchman Dallas,22,462,First,White,Female
53473,Marchman Dallas,22,97,First,White,Female
53474,Marchman Dallas,22,50,First,White,Female
53475,Marchman Dallas,22,415,Second,White,Female
53476,Marchman Dallas,23,328,Second,White,Male
53477,Marchman Dallas,23,175,First,White,Female
53478,Marchman Dallas,23,72,First,Hispanic,Male
53479,Marchman Dallas,23,357,First,White,Female
53480,Marchman Dallas,23,76,First,White,Female
53481,Marchman Dallas,23,551,First,White,Female
53482,Marchman Dallas,23,352,First,White,Male
53483,Marchman,23,156,First,White,Male
53484,Marchman Dallas,23,520,Second,White,Male
53485,Marchman,23,570,First,White,Male
53486,Marchman Dallas,23,187,Second,White,Female
53487,Marchman Dallas,23,535,First,White,Female
53488,Marchman Dallas,23,23,Second,White,Female
53489,Marchman Dallas,23,94,Third,White,Male
53490,Marchman,23,247,First,White,Male
53491,Marchman Dallas,23,162,First,White,Male
53492,Marchman Dallas,23,24,Seventh,White,Female
53493,Marchman Dallas,23,434,First,White,Male
53494,Marchman Dallas,23,124,First,White,Male
53495,Marchman Dallas,23,442,First,White,Male
53496,Marchman Dallas,23,346,Second,White,Male
53497,Marchman,23,213,Second,Black,Female
53498,Marchman Dallas,24,433,First,White,Male
53499,Marchman Dallas,24,423,First,White,Female
53500,Marchman Dallas,24,469,Second,White,Female
53501,Marchman,24,337,First,Asian,Female
53502,Marchman Dallas,24,323,Third,White,Male
53503,Marchman Dallas,24,141,Third,White,Female
53504,Marchman Dallas,24,240,First,White,Female
53505,Marchman Dallas,24,500,First,White,Female
53506,Marchman Dallas,24,135,First,White,Female
53507,Marchman Dallas,24,201,First,White,Male
53508,Marchman,24,480,First,White,Female
53509,Marchman Dallas,24,122,Second,White,Male
53510,Marchman Dallas,24,420,Third,White,Female
53511,Marchman Dallas,24,53,Second,White,Male
53512,Marchman Dallas,24,415,Third,White,Male
53513,Marchman Dallas,24,122,First,White,Female
53514,Marchman Dallas,24,421,First,White,Female
53515,Marchman Dallas,24,318,First,White,Female
53516,Marchman Dallas,24,666,First,White,Female
53517,Marchman Dallas,24,136,First,White,Female
53518,Marchman Dallas,24,82,Second,White,Male
53519,Marchman Dallas,24,451,First,White,Male
53520,Marchman Dallas,24,307,Second,White,Male
53521,Marchman Dallas,24,35,First,Hispanic,Male
53522,Marchman Dallas,24,43,Second,White,Male
53523,Marchman Dallas,24,85,First,White,Female
53524,Marchman Dallas,24,179,Second,White,Male
53525,Marchman Dallas,24,395,First,White,Female
53526,Marchman Dallas,24,360,First,White,Female
53527,Marchman Dallas,24,572,Second,White,Male
53528,Marchman Dallas,24,381,First,White,Male
53529,Marchman Dallas,24,135,First,White,Female
53530,Marchman,24,178,Second,Hispanic,Male
53531,Marchman Dallas,24,568,First,White,Male
53532,Marchman Dallas,24,23,Second,White,Male
53533,Marchman Dallas,24,522,First,White,Female
53534,Marchman Dallas,24,91,First,White,Male
53535,Marchman Dallas,24,107,First,White,Male
53536,Marchman Dallas,24,170,First,White,Male
53537,Marchman Dallas,24,182,First,Asian,Male
53538,Marchman,24,451,First,Black,Male
53539,Marchman Dallas,24,542,First,White,Female
53540,Marchman Dallas,24,477,First,White,Female
53541,Marchman Dallas,24,139,Second,White,Male
53542,Marchman Dallas,24,107,Third,White,Male
53543,Marchman Dallas,24,119,Second,Asian,Male
53544,Marchman Dallas,24,120,Second,White,Male
53545,Marchman Dallas,24,610,Second,White,Male
53546,Marchman Dallas,24,505,Second,White,Female
53547,Marchman Dallas,24,168,Second,White,Female
53548,Marchman,24,215,First,White,Female
53549,Marchman Dallas,24,348,First,White,Female
53550,Marchman Dallas,24,352,First,White,Female
53551,Marchman Dallas,24,48,First,White,Female
53552,Marchman Dallas,24,361,First,White,Female
